4.775510 -0.693878 -6.047777
-4.877551 -4.571429 228.874871
-1.285714 -3.551020 -1.902294
4.551020 -4.571429 -185.916955
1.632653 -0.285714 -5.403083
-1.959184 4.000000 -22.560396
3.653061 -2.530612 141.794843
-2.857143 3.183673 -47.923203
-1.061224 -0.081633 2.114537
3.877551 4.000000 174.901614
-3.755102 -1.510204 -113.709744
2.306122 -5.387755 -36.768053
3.877551 1.142857 -167.873403
-3.306122 -1.918367 -101.277432
-4.204082 3.183673 -152.673404
4.551020 2.979592 147.898691
4.551020 2.571429 40.082805
-3.530612 3.387755 -108.047738
0.734694 -2.734694 1.070488
1.408163 -3.551020 2.499213
-5.775510 -4.367347 283.839250
-1.734694 -2.326531 -15.645220
2.530612 -3.755102 4.799509
1.857143 0.734694 -19.068882
0.285714 -3.959184 -0.007348
-2.183673 2.775510 -10.603015
1.857143 0.122449 -14.242474
2.081633 -4.367347 -13.289654
4.551020 -6.000000 -237.272053
-0.163265 -6.000000 0.010955
-4.653061 1.551020 232.590177
2.979592 -2.122449 78.335209
-3.530612 -3.755102 -13.033770
1.183673 -4.163265 -1.514356
0.061224 -1.306122 0.000385
1.183673 2.367347 -0.307558
3.653061 -3.346939 71.017548
-4.428571 -4.367347 127.965337
0.061224 3.387755 0.000563
3.877551 -3.142857 114.155858
-3.755102 -4.979592 143.366732
-2.183673 -0.693878 0.578229
2.755102 1.346939 -55.399566
2.755102 -6.000000 -52.642112
-0.836735 2.775510 -0.596526
-2.632653 -0.897959 -10.099850
0.734694 1.142857 -1.141901
-0.836735 2.163265 0.461886
4.326531 -1.714286 204.695153
-3.306122 -5.795918 101.030862
1.857143 2.979592 10.050182
0.734694 -4.979592 -1.073748
2.979592 -2.530612 76.941369
-2.632653 3.795918 -53.603683
-4.204082 0.938776 222.193116
-0.387755 2.163265 0.045967
-0.836735 2.571429 -0.249112
-3.081633 -4.367347 43.116548
2.979592 -4.163265 -24.154749
2.530612 -4.979592 -43.879328
0.061224 0.734694 -0.000683
-3.755102 4.000000 -158.849731
-4.653061 1.755102 188.650661
3.653061 -2.326531 146.111366
4.775510 -1.510204 233.879300
-1.959184 -1.306122 -12.621626
2.081633 3.795918 26.498788
5.000000 -0.489796 -82.784793
-5.326531 0.734694 449.906825
-1.734694 -0.081633 9.235533
3.428571 -0.489796 -26.691941
4.102041 0.734694 -205.489309
0.061224 1.959184 -0.000312
-4.653061 -3.346939 -146.761156
2.755102 -3.755102 6.193456
-2.408163 -3.346939 -20.344762
0.285714 -0.897959 0.012910
2.530612 -0.285714 -20.120406
-1.510204 -4.367347 5.074676
-5.775510 4.000000 -577.952732
4.775510 -1.102041 124.111332
-0.387755 -1.306122 -0.097850
3.877551 2.979592 91.476711
3.877551 -0.489796 -38.611184
-0.612245 2.979592 -0.360092
-0.612245 -6.000000 0.577691
-0.836735 -6.000000 1.474632
-2.857143 4.000000 -69.970845
-3.530612 -5.591837 130.191503
-3.979592 -5.183673 183.607134
0.959184 -2.326531 2.644956
1.183673 -4.367347 -2.443414
-1.285714 -2.938776 -5.054254
4.775510 -0.285714 -135.213252
-5.326531 -1.714286 -381.963178
2.755102 -3.551020 18.717906
4.775510 0.734694 -324.226592
2.530612 0.734694 -48.246533
-1.061224 2.367347 0.221643
2.979592 -3.755102 7.834122
-2.183673 -1.714286 -26.317905
4.551020 -2.530612 274.167475
0.061224 -5.591837 -0.000679
5.000000 -2.734694 337.421213
-2.183673 1.959184 14.147856
-4.877551 3.591837 -319.520774
5.000000 0.938776 -373.789581
-6.000000 -6.000000 543.718351
-5.551020 3.591837 -470.990458
-0.836735 -1.714286 -1.480647
2.306122 3.387755 30.110135
1.408163 1.551020 -6.446650
-4.428571 3.183673 -178.460017
4.551020 -2.734694 254.441952
3.428571 0.734694 -119.985538
-6.000000 -3.551020 -193.329422
0.734694 2.163265 -0.312673
-2.857143 2.775510 -23.749919
-0.836735 0.734694 1.744025
-1.959184 -0.693878 0.417601
4.102041 4.000000 207.071909
-3.081633 -6.000000 73.665280
1.408163 -4.979592 -7.560355
